"STATISTIC","Statistic Label","TLIST(D1)","Day","C04236V05009","Supply Type","UNIT","VALUE"
"NGSD01C01","Networked Gas Daily Supply","2018M12D06","2018 December 06","10","Networked gas supply - indigenous production","Gigawatt hours","89.248649"
"NGSD01C01","Networked Gas Daily Supply","2018M12D06","2018 December 06","20","Networked gas supply - imports","Gigawatt hours","65.652511"
"NGSD01C01","Networked Gas Daily Supply","2018M12D07","2018 December 07","-","All networked gas supply","Gigawatt hours","144.800084"
"NGSD01C01","Networked Gas Daily Supply","2018M12D07","2018 December 07","10","Networked gas supply - indigenous production","Gigawatt hours","89.043517"
"NGSD01C01","Networked Gas Daily Supply","2018M12D07","2018 December 07","20","Networked gas supply - imports","Gigawatt hours","55.756567"
"NGSD01C01","Networked Gas Daily Supply","2018M12D08","2018 December 08","-","All networked gas supply","Gigawatt hours","131.58024"
"NGSD01C01","Networked Gas Daily Supply","2018M12D08","2018 December 08","10","Networked gas supply - indigenous production","Gigawatt hours","89.183729"
"NGSD01C01","Networked Gas Daily Supply","2018M12D08","2018 December 08","20","Networked gas supply - imports","Gigawatt hours","42.396511"
"NGSD01C01","Networked Gas Daily Supply","2018M12D09","2018 December 09","-","All networked gas supply","Gigawatt hours","136.462515"
"NGSD01C01","Networked Gas Daily Supply","2018M12D09","2018 December 09","10","Networked gas supply - indigenous production","Gigawatt hours","89.118348"
"NGSD01C01","Networked Gas Daily Supply","2018M12D09","2018 December 09","20","Networked gas supply - imports","Gigawatt hours","47.344167"
"NGSD01C01","Networked Gas Daily Supply","2018M12D10","2018 December 10","-","All networked gas supply","Gigawatt hours","186.096276"
"NGSD01C01","Networked Gas Daily Supply","2018M12D10","2018 December 10","10","Networked gas supply - indigenous production","Gigawatt hours","89.058084"
"NGSD01C01","Networked Gas Daily Supply","2018M12D10","2018 December 10","20","Networked gas supply - imports","Gigawatt hours","97.038192"
"NGSD01C01","Networked Gas Daily Supply","2018M12D11","2018 December 11","-","All networked gas supply","Gigawatt hours","176.126876"
"NGSD01C01","Networked Gas Daily Supply","2018M12D11","2018 December 11","10","Networked gas supply - indigenous production","Gigawatt hours","89.051138"
"NGSD01C01","Networked Gas Daily Supply","2018M12D11","2018 December 11","20","Networked gas supply - imports","Gigawatt hours","87.075738"
"NGSD01C01","Networked Gas Daily Supply","2018M12D12","2018 December 12","-","All networked gas supply","Gigawatt hours","164.223552"
"NGSD01C01","Networked Gas Daily Supply","2018M12D12","2018 December 12","10","Networked gas supply - indigenous production","Gigawatt hours","89.054156"
"NGSD01C01","Networked Gas Daily Supply","2018M12D12","2018 December 12","20","Networked gas supply - imports","Gigawatt hours","75.169396"
"NGSD01C01","Networked Gas Daily Supply","2018M12D13","2018 December 13","-","All networked gas supply","Gigawatt hours","183.785444"
"NGSD01C01","Networked Gas Daily Supply","2018M12D13","2018 December 13","10","Networked gas supply - indigenous production","Gigawatt hours","88.980533"
"NGSD01C01","Networked Gas Daily Supply","2018M12D13","2018 December 13","20","Networked gas supply - imports","Gigawatt hours","94.804911"
"NGSD01C01","Networked Gas Daily Supply","2018M12D14","2018 December 14","-","All networked gas supply","Gigawatt hours","167.152896"
"NGSD01C01","Networked Gas Daily Supply","2018M12D14","2018 December 14","10","Networked gas supply - indigenous production","Gigawatt hours","88.925005"
"NGSD01C01","Networked Gas Daily Supply","2018M12D14","2018 December 14","20","Networked gas supply - imports","Gigawatt hours","78.227891"
"NGSD01C01","Networked Gas Daily Supply","2018M12D15","2018 December 15","-","All networked gas supply","Gigawatt hours","146.254167"
"NGSD01C01","Networked Gas Daily Supply","2018M12D15","2018 December 15","10","Networked gas supply - indigenous production","Gigawatt hours","88.895418"
"NGSD01C01","Networked Gas Daily Supply","2018M12D15","2018 December 15","20","Networked gas supply - imports","Gigawatt hours","57.358749"
"NGSD01C01","Networked Gas Daily Supply","2018M12D16","2018 December 16","-","All networked gas supply","Gigawatt hours","181.632844"
"NGSD01C01","Networked Gas Daily Supply","2018M12D16","2018 December 16","10","Networked gas supply - indigenous production","Gigawatt hours","88.876571"
"NGSD01C01","Networked Gas Daily Supply","2018M12D16","2018 December 16","20","Networked gas supply - imports","Gigawatt hours","92.756273"
"NGSD01C01","Networked Gas Daily Supply","2018M12D17","2018 December 17","-","All networked gas supply","Gigawatt hours","163.070201"
"NGSD01C01","Networked Gas Daily Supply","2018M12D17","2018 December 17","10","Networked gas supply - indigenous production","Gigawatt hours","58.220007"
"NGSD01C01","Networked Gas Daily Supply","2018M12D17","2018 December 17","20","Networked gas supply - imports","Gigawatt hours","104.850194"
"NGSD01C01","Networked Gas Daily Supply","2018M12D18","2018 December 18","-","All networked gas supply","Gigawatt hours","168.904238"
"NGSD01C01","Networked Gas Daily Supply","2018M12D18","2018 December 18","10","Networked gas supply - indigenous production","Gigawatt hours","90.515008"
"NGSD01C01","Networked Gas Daily Supply","2018M12D18","2018 December 18","20","Networked gas supply - imports","Gigawatt hours","78.38923"
"NGSD01C01","Networked Gas Daily Supply","2018M12D19","2018 December 19","-","All networked gas supply","Gigawatt hours","172.476334"
"NGSD01C01","Networked Gas Daily Supply","2018M12D19","2018 December 19","10","Networked gas supply - indigenous production","Gigawatt hours","89.613203"
"NGSD01C01","Networked Gas Daily Supply","2018M12D19","2018 December 19","20","Networked gas supply - imports","Gigawatt hours","82.863131"
"NGSD01C01","Networked Gas Daily Supply","2018M12D20","2018 December 20","-","All networked gas supply","Gigawatt hours","174.733567"
"NGSD01C01","Networked Gas Daily Supply","2018M12D20","2018 December 20","10","Networked gas supply - indigenous production","Gigawatt hours","89.222091"
"NGSD01C01","Networked Gas Daily Supply","2018M12D20","2018 December 20","20","Networked gas supply - imports","Gigawatt hours","85.511476"
"NGSD01C01","Networked Gas Daily Supply","2018M12D21","2018 December 21","-","All networked gas supply","Gigawatt hours","166.688368"
"NGSD01C01","Networked Gas Daily Supply","2018M12D21","2018 December 21","10","Networked gas supply - indigenous production","Gigawatt hours","89.207887"
"NGSD01C01","Networked Gas Daily Supply","2018M12D21","2018 December 21","20","Networked gas supply - imports","Gigawatt hours","77.480481"
"NGSD01C01","Networked Gas Daily Supply","2018M12D22","2018 December 22","-","All networked gas supply","Gigawatt hours","162.797998"
"NGSD01C01","Networked Gas Daily Supply","2018M12D22","2018 December 22","10","Networked gas supply - indigenous production","Gigawatt hours","88.992249"
"NGSD01C01","Networked Gas Daily Supply","2018M12D22","2018 December 22","20","Networked gas supply - imports","Gigawatt hours","73.805749"
"NGSD01C01","Networked Gas Daily Supply","2018M12D23","2018 December 23","-","All networked gas supply","Gigawatt hours","159.725176"
"NGSD01C01","Networked Gas Daily Supply","2018M12D23","2018 December 23","10","Networked gas supply - indigenous production","Gigawatt hours","88.90744"
"NGSD01C01","Networked Gas Daily Supply","2018M12D23","2018 December 23","20","Networked gas supply - imports","Gigawatt hours","70.817736"
"NGSD01C01","Networked Gas Daily Supply","2018M12D24","2018 December 24","-","All networked gas supply","Gigawatt hours","143.99335"
"NGSD01C01","Networked Gas Daily Supply","2018M12D24","2018 December 24","10","Networked gas supply - indigenous production","Gigawatt hours","88.82601"
"NGSD01C01","Networked Gas Daily Supply","2018M12D24","2018 December 24","20","Networked gas supply - imports","Gigawatt hours","55.16734"
"NGSD01C01","Networked Gas Daily Supply","2018M12D25","2018 December 25","-","All networked gas supply","Gigawatt hours","123.081457"
"NGSD01C01","Networked Gas Daily Supply","2018M12D25","2018 December 25","10","Networked gas supply - indigenous production","Gigawatt hours","88.754913"
"NGSD01C01","Networked Gas Daily Supply","2018M12D25","2018 December 25","20","Networked gas supply - imports","Gigawatt hours","34.326544"
"NGSD01C01","Networked Gas Daily Supply","2018M12D26","2018 December 26","-","All networked gas supply","Gigawatt hours","136.701945"
"NGSD01C01","Networked Gas Daily Supply","2018M12D26","2018 December 26","10","Networked gas supply - indigenous production","Gigawatt hours","88.743344"
"NGSD01C01","Networked Gas Daily Supply","2018M12D26","2018 December 26","20","Networked gas supply - imports","Gigawatt hours","47.958601"
"NGSD01C01","Networked Gas Daily Supply","2018M12D27","2018 December 27","-","All networked gas supply","Gigawatt hours","158.05477"
"NGSD01C01","Networked Gas Daily Supply","2018M12D27","2018 December 27","10","Networked gas supply - indigenous production","Gigawatt hours","88.591587"
"NGSD01C01","Networked Gas Daily Supply","2018M12D27","2018 December 27","20","Networked gas supply - imports","Gigawatt hours","69.463183"
"NGSD01C01","Networked Gas Daily Supply","2018M12D28","2018 December 28","-","All networked gas supply","Gigawatt hours","143.257636"
"NGSD01C01","Networked Gas Daily Supply","2018M12D28","2018 December 28","10","Networked gas supply - indigenous production","Gigawatt hours","88.477623"
"NGSD01C01","Networked Gas Daily Supply","2018M12D28","2018 December 28","20","Networked gas supply - imports","Gigawatt hours","54.780013"
"NGSD01C01","Networked Gas Daily Supply","2018M12D29","2018 December 29","-","All networked gas supply","Gigawatt hours","139.608408"
"NGSD01C01","Networked Gas Daily Supply","2018M12D29","2018 December 29","10","Networked gas supply - indigenous production","Gigawatt hours","88.518263"
"NGSD01C01","Networked Gas Daily Supply","2018M12D29","2018 December 29","20","Networked gas supply - imports","Gigawatt hours","51.090145"
"NGSD01C01","Networked Gas Daily Supply","2018M12D30","2018 December 30","-","All networked gas supply","Gigawatt hours","131.911892"
"NGSD01C01","Networked Gas Daily Supply","2018M12D30","2018 December 30","10","Networked gas supply - indigenous production","Gigawatt hours","88.433562"
"NGSD01C01","Networked Gas Daily Supply","2018M12D30","2018 December 30","20","Networked gas supply - imports","Gigawatt hours","43.47833"
"NGSD01C01","Networked Gas Daily Supply","2018M12D31","2018 December 31","-","All networked gas supply","Gigawatt hours","143.977353"
"NGSD01C01","Networked Gas Daily Supply","2018M12D31","2018 December 31","10","Networked gas supply - indigenous production","Gigawatt hours","88.344199"
"NGSD01C01","Networked Gas Daily Supply","2018M12D31","2018 December 31","20","Networked gas supply - imports","Gigawatt hours","55.633154"
"NGSD01C01","Networked Gas Daily Supply","2019M01D01","2019 January 01","-","All networked gas supply","Gigawatt hours","154.740351"
"NGSD01C01","Networked Gas Daily Supply","2019M01D01","2019 January 01","10","Networked gas supply - indigenous production","Gigawatt hours","88.889287"
"NGSD01C01","Networked Gas Daily Supply","2019M01D01","2019 January 01","20","Networked gas supply - imports","Gigawatt hours","65.851064"
"NGSD01C01","Networked Gas Daily Supply","2019M01D02","2019 January 02","-","All networked gas supply","Gigawatt hours","175.577595"
"NGSD01C01","Networked Gas Daily Supply","2019M01D02","2019 January 02","10","Networked gas supply - indigenous production","Gigawatt hours","88.857126"
"NGSD01C01","Networked Gas Daily Supply","2019M01D02","2019 January 02","20","Networked gas supply - imports","Gigawatt hours","86.720469"
"NGSD01C01","Networked Gas Daily Supply","2019M01D03","2019 January 03","-","All networked gas supply","Gigawatt hours","175.465928"
"NGSD01C01","Networked Gas Daily Supply","2019M01D03","2019 January 03","10","Networked gas supply - indigenous production","Gigawatt hours","85.756072"
"NGSD01C01","Networked Gas Daily Supply","2019M01D03","2019 January 03","20","Networked gas supply - imports","Gigawatt hours","89.709856"
"NGSD01C01","Networked Gas Daily Supply","2019M01D04","2019 January 04","-","All networked gas supply","Gigawatt hours","182.272832"
"NGSD01C01","Networked Gas Daily Supply","2019M01D04","2019 January 04","10","Networked gas supply - indigenous production","Gigawatt hours","88.470882"
"NGSD01C01","Networked Gas Daily Supply","2019M01D04","2019 January 04","20","Networked gas supply - imports","Gigawatt hours","93.80195"
"NGSD01C01","Networked Gas Daily Supply","2019M01D05","2019 January 05","-","All networked gas supply","Gigawatt hours","171.445309"
"NGSD01C01","Networked Gas Daily Supply","2019M01D05","2019 January 05","10","Networked gas supply - indigenous production","Gigawatt hours","88.51653"
"NGSD01C01","Networked Gas Daily Supply","2019M01D05","2019 January 05","20","Networked gas supply - imports","Gigawatt hours","82.928779"
"NGSD01C01","Networked Gas Daily Supply","2019M01D06","2019 January 06","-","All networked gas supply","Gigawatt hours","148.34712"
"NGSD01C01","Networked Gas Daily Supply","2019M01D06","2019 January 06","10","Networked gas supply - indigenous production","Gigawatt hours","88.46475"
"NGSD01C01","Networked Gas Daily Supply","2019M01D06","2019 January 06","20","Networked gas supply - imports","Gigawatt hours","59.88237"
"NGSD01C01","Networked Gas Daily Supply","2019M01D07","2019 January 07","-","All networked gas supply","Gigawatt hours","149.095859"
"NGSD01C01","Networked Gas Daily Supply","2019M01D07","2019 January 07","10","Networked gas supply - indigenous production","Gigawatt hours","88.423072"
