"STATISTIC","Statistic Label","TLIST(D1)","Day","C04132V04898","Network Gas Customer Type","UNIT","VALUE"
"NGSD02C01","Networked Gas Daily Demand","2018M02D07","2018 February 07","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","11.820787"
"NGSD02C01","Networked Gas Daily Demand","2018M02D07","2018 February 07","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","14.763302"
"NGSD02C01","Networked Gas Daily Demand","2018M02D07","2018 February 07","10","Power Plants","Gigawatt hours","97.902498"
"NGSD02C01","Networked Gas Daily Demand","2018M02D07","2018 February 07","-","All networked gas customers","Gigawatt hours","195.767824"
"NGSD02C01","Networked Gas Daily Demand","2018M02D08","2018 February 08","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","61.617657"
"NGSD02C01","Networked Gas Daily Demand","2018M02D08","2018 February 08","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","11.322978"
"NGSD02C01","Networked Gas Daily Demand","2018M02D08","2018 February 08","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","14.238279"
"NGSD02C01","Networked Gas Daily Demand","2018M02D08","2018 February 08","10","Power Plants","Gigawatt hours","83.26889"
"NGSD02C01","Networked Gas Daily Demand","2018M02D08","2018 February 08","-","All networked gas customers","Gigawatt hours","170.447804"
"NGSD02C01","Networked Gas Daily Demand","2018M02D09","2018 February 09","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","67.14297"
"NGSD02C01","Networked Gas Daily Demand","2018M02D09","2018 February 09","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","11.208229"
"NGSD02C01","Networked Gas Daily Demand","2018M02D09","2018 February 09","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.353837"
"NGSD02C01","Networked Gas Daily Demand","2018M02D09","2018 February 09","10","Power Plants","Gigawatt hours","75.107222"
"NGSD02C01","Networked Gas Daily Demand","2018M02D09","2018 February 09","-","All networked gas customers","Gigawatt hours","169.812258"
"NGSD02C01","Networked Gas Daily Demand","2018M02D10","2018 February 10","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","53.240444"
"NGSD02C01","Networked Gas Daily Demand","2018M02D10","2018 February 10","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.378333"
"NGSD02C01","Networked Gas Daily Demand","2018M02D10","2018 February 10","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","12.876704"
"NGSD02C01","Networked Gas Daily Demand","2018M02D10","2018 February 10","10","Power Plants","Gigawatt hours","61.927778"
"NGSD02C01","Networked Gas Daily Demand","2018M02D10","2018 February 10","-","All networked gas customers","Gigawatt hours","136.423259"
"NGSD02C01","Networked Gas Daily Demand","2018M02D11","2018 February 11","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","62.661375"
"NGSD02C01","Networked Gas Daily Demand","2018M02D11","2018 February 11","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","9.169136"
"NGSD02C01","Networked Gas Daily Demand","2018M02D11","2018 February 11","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","13.343865"
"NGSD02C01","Networked Gas Daily Demand","2018M02D11","2018 February 11","10","Power Plants","Gigawatt hours","77.347222"
"NGSD02C01","Networked Gas Daily Demand","2018M02D11","2018 February 11","-","All networked gas customers","Gigawatt hours","162.521598"
"NGSD02C01","Networked Gas Daily Demand","2018M02D12","2018 February 12","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","68.911502"
"NGSD02C01","Networked Gas Daily Demand","2018M02D12","2018 February 12","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","11.685893"
"NGSD02C01","Networked Gas Daily Demand","2018M02D12","2018 February 12","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","14.440714"
"NGSD02C01","Networked Gas Daily Demand","2018M02D12","2018 February 12","10","Power Plants","Gigawatt hours","65.632223"
"NGSD02C01","Networked Gas Daily Demand","2018M02D12","2018 February 12","-","All networked gas customers","Gigawatt hours","160.670332"
"NGSD02C01","Networked Gas Daily Demand","2018M02D13","2018 February 13","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","64.533654"
"NGSD02C01","Networked Gas Daily Demand","2018M02D13","2018 February 13","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","11.856857"
"NGSD02C01","Networked Gas Daily Demand","2018M02D13","2018 February 13","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.97489"
"NGSD02C01","Networked Gas Daily Demand","2018M02D13","2018 February 13","10","Power Plants","Gigawatt hours","72.16111"
"NGSD02C01","Networked Gas Daily Demand","2018M02D13","2018 February 13","-","All networked gas customers","Gigawatt hours","164.526511"
"NGSD02C01","Networked Gas Daily Demand","2018M02D14","2018 February 14","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","61.937758"
"NGSD02C01","Networked Gas Daily Demand","2018M02D14","2018 February 14","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","11.117344"
"NGSD02C01","Networked Gas Daily Demand","2018M02D14","2018 February 14","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","14.357706"
"NGSD02C01","Networked Gas Daily Demand","2018M02D14","2018 February 14","10","Power Plants","Gigawatt hours","49.393611"
"NGSD02C01","Networked Gas Daily Demand","2018M02D14","2018 February 14","-","All networked gas customers","Gigawatt hours","136.806419"
"NGSD02C01","Networked Gas Daily Demand","2018M02D15","2018 February 15","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","65.61566"
"NGSD02C01","Networked Gas Daily Demand","2018M02D15","2018 February 15","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","11.94404"
"NGSD02C01","Networked Gas Daily Demand","2018M02D15","2018 February 15","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.845039"
"NGSD02C01","Networked Gas Daily Demand","2018M02D15","2018 February 15","10","Power Plants","Gigawatt hours","65.791945"
"NGSD02C01","Networked Gas Daily Demand","2018M02D15","2018 February 15","-","All networked gas customers","Gigawatt hours","159.196684"
"NGSD02C01","Networked Gas Daily Demand","2018M02D16","2018 February 16","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","64.267387"
"NGSD02C01","Networked Gas Daily Demand","2018M02D16","2018 February 16","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","10.877704"
"NGSD02C01","Networked Gas Daily Demand","2018M02D16","2018 February 16","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.412075"
"NGSD02C01","Networked Gas Daily Demand","2018M02D16","2018 February 16","10","Power Plants","Gigawatt hours","81.790555"
"NGSD02C01","Networked Gas Daily Demand","2018M02D16","2018 February 16","-","All networked gas customers","Gigawatt hours","173.347721"
"NGSD02C01","Networked Gas Daily Demand","2018M02D17","2018 February 17","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","53.488798"
"NGSD02C01","Networked Gas Daily Demand","2018M02D17","2018 February 17","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.178018"
"NGSD02C01","Networked Gas Daily Demand","2018M02D17","2018 February 17","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.124758"
"NGSD02C01","Networked Gas Daily Demand","2018M02D17","2018 February 17","10","Power Plants","Gigawatt hours","99.561667"
"NGSD02C01","Networked Gas Daily Demand","2018M02D17","2018 February 17","-","All networked gas customers","Gigawatt hours","177.353241"
"NGSD02C01","Networked Gas Daily Demand","2018M02D18","2018 February 18","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","49.331856"
"NGSD02C01","Networked Gas Daily Demand","2018M02D18","2018 February 18","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.188251"
"NGSD02C01","Networked Gas Daily Demand","2018M02D18","2018 February 18","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","14.980065"
"NGSD02C01","Networked Gas Daily Demand","2018M02D18","2018 February 18","10","Power Plants","Gigawatt hours","91.093056"
"NGSD02C01","Networked Gas Daily Demand","2018M02D18","2018 February 18","-","All networked gas customers","Gigawatt hours","162.593228"
"NGSD02C01","Networked Gas Daily Demand","2018M02D19","2018 February 19","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","48.478912"
"NGSD02C01","Networked Gas Daily Demand","2018M02D19","2018 February 19","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","9.905023"
"NGSD02C01","Networked Gas Daily Demand","2018M02D19","2018 February 19","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.011247"
"NGSD02C01","Networked Gas Daily Demand","2018M02D19","2018 February 19","10","Power Plants","Gigawatt hours","97.713334"
"NGSD02C01","Networked Gas Daily Demand","2018M02D19","2018 February 19","-","All networked gas customers","Gigawatt hours","172.108516"
"NGSD02C01","Networked Gas Daily Demand","2018M02D20","2018 February 20","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","52.74838"
"NGSD02C01","Networked Gas Daily Demand","2018M02D20","2018 February 20","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","11.17477"
"NGSD02C01","Networked Gas Daily Demand","2018M02D20","2018 February 20","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","17.124702"
"NGSD02C01","Networked Gas Daily Demand","2018M02D20","2018 February 20","10","Power Plants","Gigawatt hours","96.852222"
"NGSD02C01","Networked Gas Daily Demand","2018M02D20","2018 February 20","-","All networked gas customers","Gigawatt hours","177.900074"
"NGSD02C01","Networked Gas Daily Demand","2018M02D21","2018 February 21","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","55.234641"
"NGSD02C01","Networked Gas Daily Demand","2018M02D21","2018 February 21","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","11.093723"
"NGSD02C01","Networked Gas Daily Demand","2018M02D21","2018 February 21","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.803135"
"NGSD02C01","Networked Gas Daily Demand","2018M02D21","2018 February 21","10","Power Plants","Gigawatt hours","93.806667"
"NGSD02C01","Networked Gas Daily Demand","2018M02D21","2018 February 21","-","All networked gas customers","Gigawatt hours","175.938166"
"NGSD02C01","Networked Gas Daily Demand","2018M02D22","2018 February 22","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","60.097988"
"NGSD02C01","Networked Gas Daily Demand","2018M02D22","2018 February 22","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","10.981062"
"NGSD02C01","Networked Gas Daily Demand","2018M02D22","2018 February 22","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.866309"
"NGSD02C01","Networked Gas Daily Demand","2018M02D22","2018 February 22","10","Power Plants","Gigawatt hours","73.434444"
"NGSD02C01","Networked Gas Daily Demand","2018M02D22","2018 February 22","-","All networked gas customers","Gigawatt hours","160.379803"
"NGSD02C01","Networked Gas Daily Demand","2018M02D23","2018 February 23","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","64.117012"
"NGSD02C01","Networked Gas Daily Demand","2018M02D23","2018 February 23","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","10.884827"
"NGSD02C01","Networked Gas Daily Demand","2018M02D23","2018 February 23","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.305331"
"NGSD02C01","Networked Gas Daily Demand","2018M02D23","2018 February 23","10","Power Plants","Gigawatt hours","52.203332"
"NGSD02C01","Networked Gas Daily Demand","2018M02D23","2018 February 23","-","All networked gas customers","Gigawatt hours","143.510502"
"NGSD02C01","Networked Gas Daily Demand","2018M02D24","2018 February 24","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","61.383191"
"NGSD02C01","Networked Gas Daily Demand","2018M02D24","2018 February 24","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","9.122655"
"NGSD02C01","Networked Gas Daily Demand","2018M02D24","2018 February 24","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.313546"
"NGSD02C01","Networked Gas Daily Demand","2018M02D24","2018 February 24","10","Power Plants","Gigawatt hours","64.644722"
"NGSD02C01","Networked Gas Daily Demand","2018M02D24","2018 February 24","-","All networked gas customers","Gigawatt hours","151.464114"
"NGSD02C01","Networked Gas Daily Demand","2018M02D25","2018 February 25","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","57.261155"
"NGSD02C01","Networked Gas Daily Demand","2018M02D25","2018 February 25","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.889127"
"NGSD02C01","Networked Gas Daily Demand","2018M02D25","2018 February 25","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.545008"
"NGSD02C01","Networked Gas Daily Demand","2018M02D25","2018 February 25","10","Power Plants","Gigawatt hours","54.523334"
"NGSD02C01","Networked Gas Daily Demand","2018M02D25","2018 February 25","-","All networked gas customers","Gigawatt hours","136.218624"
"NGSD02C01","Networked Gas Daily Demand","2018M02D26","2018 February 26","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","76.928446"
"NGSD02C01","Networked Gas Daily Demand","2018M02D26","2018 February 26","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","12.633936"
"NGSD02C01","Networked Gas Daily Demand","2018M02D26","2018 February 26","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.859111"
"NGSD02C01","Networked Gas Daily Demand","2018M02D26","2018 February 26","10","Power Plants","Gigawatt hours","75.694444"
"NGSD02C01","Networked Gas Daily Demand","2018M02D26","2018 February 26","-","All networked gas customers","Gigawatt hours","182.115937"
"NGSD02C01","Networked Gas Daily Demand","2018M02D27","2018 February 27","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","79.854059"
"NGSD02C01","Networked Gas Daily Demand","2018M02D27","2018 February 27","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","13.174322"
"NGSD02C01","Networked Gas Daily Demand","2018M02D27","2018 February 27","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","18.548681"
"NGSD02C01","Networked Gas Daily Demand","2018M02D27","2018 February 27","10","Power Plants","Gigawatt hours","76.826944"
"NGSD02C01","Networked Gas Daily Demand","2018M02D27","2018 February 27","-","All networked gas customers","Gigawatt hours","188.404006"
"NGSD02C01","Networked Gas Daily Demand","2018M02D28","2018 February 28","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","93.667475"
"NGSD02C01","Networked Gas Daily Demand","2018M02D28","2018 February 28","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","12.345354"
"NGSD02C01","Networked Gas Daily Demand","2018M02D28","2018 February 28","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.700683"
"NGSD02C01","Networked Gas Daily Demand","2018M02D28","2018 February 28","10","Power Plants","Gigawatt hours","65.819999"
"NGSD02C01","Networked Gas Daily Demand","2018M02D28","2018 February 28","-","All networked gas customers","Gigawatt hours","188.533511"
"NGSD02C01","Networked Gas Daily Demand","2018M03D01","2018 March 01","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","97.227563"
"NGSD02C01","Networked Gas Daily Demand","2018M03D01","2018 March 01","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","10.191398"
